"group","case","comparison","locale","expected","original","candidate","guarded"
"atom",61,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",62,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",62,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",62,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",62,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",63,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",63,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",63,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",63,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",64,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",64,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",64,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",64,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",65,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",65,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",65,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",65,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",66,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",66,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",66,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",66,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",67,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",67,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",67,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",67,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",68,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",68,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",68,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",68,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",69,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",69,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",69,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",69,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",70,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",70,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",70,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",70,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",71,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",71,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",71,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",71,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",72,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",72,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",72,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",72,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",73,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",73,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",73,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",73,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",74,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",74,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",74,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",74,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",75,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",75,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",75,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",75,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",76,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",76,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",76,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",76,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",77,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",77,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",77,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",77,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",78,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",78,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",78,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",78,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",79,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",79,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",79,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",79,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",80,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",80,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",80,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",80,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",81,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",81,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",81,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",81,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",82,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",82,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",82,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",82,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",83,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",83,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",83,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",83,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",84,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",84,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",84,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",84,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",85,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",85,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",85,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",85,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",86,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",86,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",86,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",86,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",87,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",87,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",87,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",87,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",88,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",88,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",88,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",88,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",89,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",89,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",89,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",89,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",90,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",90,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",90,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",90,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",91,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",91,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",91,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",91,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",92,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",92,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",92,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",92,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",93,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",93,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",93,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",93,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",94,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",94,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",94,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",94,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",95,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",95,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",95,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",95,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",96,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",96,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",96,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",96,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",97,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",97,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",97,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",97,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",98,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",98,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",98,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"atom",98,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"atom",99,"forward_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",99,"reverse_equal","C",TRUE,TRUE,TRUE,TRUE
"atom",99,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
